label,message,Unnamed: 2,Unnamed: 3,Unnamed: 4,cleaned_message,message_length
0,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,,,,hate call didnt accept even single call mine even messaged,104
0,No messages on her phone. I'm holding it now,,,,messages phone im holding,44
0,Can... I'm free...,,,,im free,18
0,"Yo my trip got postponed, you still stocked up?",,,,yo trip got postponed still stocked,47
0,I am waiting for your call sir.,,,,waiting call sir,31
0,Hey what are you doing. Y no reply pa..,,,,hey reply pa,39
0,"Hey elaine, is today's meeting still on?",,,,hey elaine todays meeting still,40
0,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,,,,sorry ive gone place ill tomorrow really sorry,69
0,Most of the tiime when i don't let you hug me it's so i don't break into tears.,,,,tiime dont let hug dont break tears,79
0,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,,,,tomorrow going theatre come wherever u call tell come tomorrow,117
0,And now electricity just went out fml.,,,,electricity went fml,38
0,"Looks like you found something to do other than smoke, great job!",,,,looks like found something smoke great job,65
0,Also andros ice etc etc,,,,also andros ice etc etc,23
0,:) ,,,,,3
0,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",,,,good afternon love today hope good maybe interviews wake miss babe passionate kiss across sea,151
0,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,,,,yup wun believe wat u really neva c e msg sent shuhui,58
0,Hows that watch resizing,,,,hows watch resizing,24
0,Dear umma she called me now :-),,,,dear umma called,31
0,Just finished. Missing you plenty,,,,finished missing plenty,33
1,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",,,,complimentary star ibiza holiday å cash needs urgent collection landline lose boxskwpppm,150
0,"Well, I meant as opposed to my drunken night of before",,,,well meant opposed drunken night,54
0,K... Must book a not huh? so going for yoga basic on sunday?,,,,k must book huh going yoga basic sunday,60
1,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,,,,free msgwe billed mobile number mistake shortcode please call charges refundedthis call free bt landline,160
0,Ok can...,,,,ok,9
0,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",,,,oops mums somerset bit far back tomo see soon x,71
0,So u workin overtime nigpun?,,,,u workin overtime nigpun,28
0,Same as kallis dismissial in 2nd test:-).,,,,kallis dismissial nd test,41
0,O. Guess they both got screwd,,,,guess got screwd,29
1,Please CALL 08712402972 immediately as there is an urgent message waiting for you,,,,please call immediately urgent message waiting,81
0,What r u cooking me for dinner?,,,,r u cooking dinner,31
0,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,,,,bull plan go floating ikea without care world live mess another day,129
0,Then i buy.,,,,buy,11
1,URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,,,,urgent mobile number awarded å bonus caller prize call land line valid hrs,127
0,Heehee that was so funny tho,,,,heehee funny tho,28
0,It only does simple arithmetic not percentages.,,,,simple arithmetic percentages,47
0,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",,,,yeah wouldnt leave hour least hows sound,59
0,Thanks honey. Have a great day.,,,,thanks honey great day,31
0,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\""""",,,,amazing quote sometimes life difficult decide whats wrong lie brings smile truth brings tear,143
0,Then Ì_ ask dad to pick Ì_ up lar... ÌÏ wan 2 stay until 6 meh...,,,,ì_ ask dad pick ì_ lar ìï wan stay meh,65
0,"Jus chillaxin, what up",,,,jus chillaxin,22
0,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\""""",,,,hey das cool iknow wellda peril studentfinancial crisisspk u lr,84
1,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,,,,want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call,157
0,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",,,,whats coming hill monster hope great day things r going fine busy though,120
0,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,,,,joys father john john ____ joys father u ans ths hav ltgt iq tis ias question try answer,131
0,Only once then after ill obey all yours.,,,,ill obey,40
0,No she didnt. I will search online and let you know.,,,,didnt search online let know,52
0,Where do you need to go to get it?,,,,need go get,34
0,No pic. Please re-send.,,,,pic please resend,23
0,Uhhhhrmm isnt having tb test bad when youre sick,,,,uhhhhrmm isnt tb test bad youre sick,48
0,But i haf enuff space got like 4 mb...,,,,haf enuff space got like mb,38
1,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,,,,life never much fun great came made truly special wont forget enjoy one gbpsms,136
1,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,,,,want new video phone anytime network mins inclusive video calls downloads per week free deltomorrow call reply,157
1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066368470",,,,valued customer pleased advise following recent review mob awarded å bonus prize call,153
1,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,,,,welcome please reply age gender begin eg,64
1,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,,,,freemsg month unlimited free calls activate smartcall txt call subscriptngbpwk unlimited calls help stoptxt stop landlineonly,160
1,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save å£s with Free texts/weekend calls. Text YES for a callback orno to opt out,,,,mobile mths update latest orange cameravideo phones free save ås free textsweekend calls text yes callback orno opt,158
1,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Callså£1/minMobsmore LKPOBOX177HP51FL,,,,new club dont fink met yet b gr c u please leave msg day wiv ur area reply promised carlie x callsåminmobsmore lkpoboxhpfl,161
0,True. Its easier with her here.,,,,true easier,31
0,Sure but since my parents will be working on Tuesday I don't really need a cover story,,,,sure since parents working tuesday dont really need cover story,86
0,Haha okay... Today weekend leh... ,,,,haha okay today weekend leh,34
0,"\Hi darlin did youPhone me? Im atHome if youwanna chat.\""""",,,,hi darlin youphone im athome youwanna chat,58
0,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,,,,dont know jack shit anything id sayask something helpful want pretend text whatever response hypotheticalhuagauahahuagahyuhagga,193
0,You've always been the brainy one.,,,,youve always brainy one,34
0,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,,,,yeah get random dude need change info sheets party ltgt never study safe,124
1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,,,,camera awarded sipix digital camera call fromm landline delivery within days,106
0,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",,,,christmas occasion celebrated reflection ur values desires affectionsamp traditions ideal christmas,152
0,Sending you greetings of joy and happiness. Do have a gr8 evening,,,,sending greetings joy happiness gr evening,65
0,"\Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx\""""",,,,hi darlin cantdo anythingtomorrow myparents aretaking outfor meal u free katexxx,105
0,If india win or level series means this is record:),,,,india win level series means record,51
0,Then what about further plan?,,,,plan,29
0,Its good to hear from you,,,,good hear,25
0,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",,,,awesome deal gate charles told last night uh yeah,78
0,What time you thinkin of goin?,,,,time thinkin goin,30
1,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,,,,get free mobile video player free movie collect text go free extra films ordered ts cs apply yrs,139
1,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,,,,save money wedding lingerie wwwbridalpetticoatdreamscouk choose superb selection national delivery brought weddingfriend,153
0,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,,,,board working fine issue overheating also reslove still software inst pending come around clock,135
0,Yes but I don't care cause I know its there!,,,,yes dont care cause know,44
0,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",,,,mon okie lor haha best cheap n gd food la ex oso okie depends whether wana eat western chinese food den u prefer,142
0,Sitting ard nothing to do lor. U leh busy w work?,,,,sitting ard nothing lor u leh busy w work,49
0,Its  &lt;#&gt; k here oh. Should i send home for sale.,,,,ltgt k oh send home sale,54
0,Sorry. || mail? || ,,,,sorry mail,19
0,Ya just telling abt tht incident..,,,,ya telling abt tht incident,34
0,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,,,,yes outside like hours called whole family wake cause started,107
0,Ugh just got outta class,,,,ugh got outta class,24
0,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",,,,nowadays people notixiquating laxinorficated opportunity bambling entropication ever oblisingately opted ur books masteriastering amplikater fidalfication champlaxigating think atrocious wotz ur opinion junna,274
0,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,,,,need lar jus testing e phone card dunno network gd thk waiting sis finish bathing bathe dun disturb u liao u cleaning ur room,158
0,Ok. I.ll do you right later.,,,,ok ill right later,28
0,Have your lunch and come quickly and open the door:),,,,lunch come quickly open door,52
1,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,,,,heard u call night knickers make beg like u last time xx luv nikiyunet,153
0,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,,,,back bit long cos accident divert via wadebridgei brilliant weekend thanks speak soon lots love,131
0,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",,,,k yan jiu liao sat go bugis vill one frm den hop parco nb sun go cine frm den hop orc mrt hip hop,155
1,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,,,,bloomberg message center wait apply future httpcareers bloombergcom,101
0,i am seeking a lady in the street and a freak in the sheets. Is that you?,,,,seeking lady street freak sheets,73
0,My phone,,,,phone,8
0,"Haha figures, well I found the piece and priscilla's bowl",,,,haha figures well found piece priscillas bowl,57
0,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",,,,actually fuck whatever find excuse tampa point january though,106
0,yay! finally lol. i missed our cinema trip last week :-(,,,,yay finally lol missed cinema trip last week,56
0,All day working day:)except saturday and sunday..,,,,day working dayexcept saturday sunday,49
0,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,,,,heart empty without love mind empty without wisdom eyes r empty without dreams amp life empty without frnds alwys touch good night amp sweet dreams,176
0,"I think IÛ÷m waiting for the same bus! Inform me when you get there, if you ever get there.",,,,think iûm waiting bus inform get ever get,92
0,You getting back any time soon?,,,,getting back time soon,31
0,", how's things? Just a quick question.",,,,hows things quick question,38
0,"I can probably come by, everybody's done around  &lt;#&gt;  right?",,,,probably come everybodys done around ltgt right,66
0,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,,,,got new year cos yetunde said wanted surprise didnt see money returned mid january ltgt day return period ended,180
0,I can ask around but there's not a lot in terms of mids up here,,,,ask around theres lot terms mids,63
0,Be sure to check your yahoo email. We sent photos yesterday,,,,sure check yahoo email sent photos yesterday,59
0,What was she looking for?,,,,looking,25
0,Wherre's my boytoy ? :-(,,,,wherres boytoy,24
1,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,,,,want new video phone anytime network mins text five pounds per week call reply delivery tomorrow,148
0,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",,,,hello love goes day wish well fine babe hope find job prospects miss boytoy teasing kiss,149
0,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,,,,tell bad character u dnt lik ill try change ltgt add tat new year resolution waiting ur replybe frankgood morning,165
0,"Yeah, probably earlier than that",,,,yeah probably earlier,32
0,Change windows logoff sound..,,,,change windows logoff sound,29
0,I'm also came to room.,,,,im also came room,22
0,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  ,,,,huh got lesson lei n thinkin going sch earlier n tot parkin kent vale,105
0,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,,,,reach office around ltdecimalgt amp mobile problem cannt get voice call asa ill free,126
0,"Cool, text me when you head out",,,,cool text head,31
1,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",,,,contacted dating service someone know find call land line poboxwtgp,140
1,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",,,,wan win meetgreet westlife u currently tour unbreakable untamed unkempt text cost p std text,161
0,Happy birthday... May u find ur prince charming soon n dun work too hard...,,,,happy birthday may u find ur prince charming soon n dun work hard,75
0,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",,,,oh grand bit party doesnt mention cover charge probably first come first served,121
0,You said to me before i went back to bed that you can't sleep for anything.,,,,said went back bed cant sleep anything,75
0,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,,,,hope arnt pissed id would really like see tomorrow love xxxxxxxxxxxxxx,95
1,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,,,,dorothykiefercom bank granite issues strongbuy explosive pick members nasdaq symbol cdgt per,156
0,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,,,,says ltgt year old man money im last ltgt still waiting check,114
0,I will come to ur home now,,,,come ur home,26
0,Free any day but i finish at 6 on mon n thurs...,,,,free day finish mon n thurs,48
0,Will you be here for food,,,,food,25
0,"life alle mone,eppolum oru pole allalo",,,,life alle moneeppolum oru pole allalo,38
0,Nite...,,,,nite,7
0,Two fundamentals of cool life: \Walk," like you are the KING\""...! OR \""Walk like you Dont care","whoever is the KING\""!... Gud nyt""",,two fundamentals cool life walk,36
0,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ",,,,camera quite good mega pixels optical digital dooms lovely holiday safe hope hav good journey happy new year see couple weeks,189
0,Hi Petey!noiåÕm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,,,,hi peteynoiåõm ok wanted chat coz avent spoken u long timehope ur doin alritehave good nit js love ya amx,125
0,I just saw ron burgundy captaining a party boat so yeah,,,,saw ron burgundy captaining party boat yeah,55
0,I'm serious. You are in the money base,,,,im serious money base,38
0,Already one guy loving you:-.,,,,already one guy loving,29
0,Staff of placement training in Amrita college.,,,,staff placement training amrita college,46
0,I always chat with you. In fact i need money can you raise me?,,,,always chat fact need money raise,62
0,I'm job profile seems like bpo..,,,,im job profile seems like bpo,32
0,"Well, I was about to give up cos they all said no they didnÛ÷t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",,,,well give cos said didnût one nighters persevered found one cheap apologise advance somewhere sleep isnt,194
0,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",,,,think actually talk call boss morning went place last year told could go get car fixed cheaper kept telling today much hoped would come back always regretted getting number etc,287
0,Are you willing to go for apps class.,,,,willing go apps class,37
0,Hanging out with my brother and his family,,,,hanging brother family,42
0,No it will reach by 9 only. She telling she will be there. I dont know,,,,reach telling dont know,70
0,Hey... are you going to quit soon? Xuhui and i working till end of the month ,,,,hey going quit soon xuhui working till end month,77
0,"Im sorry bout last nite it wasnåÕt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",,,,im sorry bout last nite wasnåõt ur fault spouse pmt sumthin u give think u shldxxxx,115
0,Try neva mate!!,,,,try neva mate,15
0,Yeah that'd pretty much be the best case scenario,,,,yeah thatd pretty much best case scenario,49
0,I not free today i haf 2 pick my parents up tonite...,,,,free today haf pick parents tonite,53
0,\HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON," CALL 2MWEN IM BK FRMCLOUD 9! J X\""""",hey babe far spunout spk da mo dead da wrld sleeping da sofa day,92
0,Should i send you naughty pix? :),,,,send naughty pix,33
1,"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",,,,å winner guaranteed caller prize final attempt contact claim call ppmpoboxbhambxe,150
1,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",,,,xmas new years eve tickets sale club day till pm thurs fri sat night week theyre selling fast,157
0,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?",,,,tyler getting th leave long get like hour,87
0,Prepare to be pounded every night...,,,,prepare pounded every night,36
0,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",,,,actually mobile full msg work online need send ltgt sent msg wil explain u later,134
0,Good evening! How are you?,,,,good evening,26
0,I'm at home. Please call,,,,im home please call,24
0,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,,,,oic cos n sis got lunch today dad went dunno whether eat sch wat,97
0,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",,,,mmmmm sooooo good wake words morning love mmmm fuck love lion devouring kiss across sea,153
0,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,,,,pleased inform application airtel broadband processed successfully installation happen within days,139
0,What happen dear. Why you silent. I am tensed,,,,happen dear silent tensed,45
0,"I'll get there at 3, unless you guys want me to come some time sooner",,,,ill get unless guys want come time sooner,69
0,If you are not coughing then its nothing,,,,coughing nothing,40
0,ÌÏ come lt 25 n pass to me lar,,,,ìï come lt n pass lar,30
0,I'm e person who's doing e sms survey...,,,,im e person whos e sms survey,40
0,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,,,,lol ok ill try send warned sprint dead slow youll prolly get tomorrow,84
0,Thank You meet you monday,,,,thank meet monday,25
0,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!,,,,th gower mate r u man good wales ill b back åômorrow c u wk msg åð random,140
1,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",,,,rock yr chik get filthy films xxx pics yr phone rply filth saristar ltd e yt p per days stop cancel,152
0,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",,,,got like ltgt get later though get whatever feel like,85
0,"Dad wanted to talk about the apartment so I got a late start, omw now",,,,dad wanted talk apartment got late start omw,69
0,I love you both too :-),,,,love,23
0,Lol u still feeling sick?,,,,lol u still feeling sick,25
0,Din i tell u jus now 420,,,,din tell u jus,24
0,am up to my eyes in philosophy,,,,eyes philosophy,30
1,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost å£1.50 min MobcudB more,,,,next month get upto calls ur standard network charge activate call c wirenet stterms pobox uz cost å min mobcudb,162
0,Ok lor. I'm in town now lei.,,,,ok lor im town lei,28
0,I had it already..sabarish asked me to go..,,,,alreadysabarish asked go,43
0,No da. . Vijay going to talk in jaya tv,,,,da vijay going talk jaya tv,39
1,URGENT! We are trying to contact U Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,,,,urgent trying contact u todays draw shows å prize guaranteed call land line claim j po boxcpm,157
0,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,,,,lol know hey someone great inpersonation flea forums love,83
1,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,,,,text banneduk see cost p textoperator gga xxx,68
0,Still chance there. If you search hard you will get it..let have a try :),,,,still chance search hard get itlet try,73
1,"Auction round 4. The highest bid is now å£54. Next maximum bid is å£71. To bid, send BIDS e. g. 10 (to bid å£10) to 83383. Good luck.",,,,auction round highest bid å next maximum bid å bid send bids e g bid å good luck,133
0,Do you always celebrate NY's with your family ?,,,,always celebrate nys family,47
0,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",,,,know taj mahal symbol love lesser known facts mumtaz shahjahans th wife wifes shahjahan killed mumtazs husband marry mumtaz died ltgt th delivery married mumtazs sister question arises hell love great hari,322
0,Its ok..come to my home it vl nice to meet and v can chat..,,,,okcome home vl nice meet v chat,59
1,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,,,,collect valentines weekend paris inc flight hotel å prize guaranteed text paris wwwrtfsphostingcom,134
0,Sent me de webadres for geting salary slip,,,,sent de webadres geting salary slip,42
0,She's fine. Sends her greetings,,,,shes fine sends greetings,31
1,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,,,,customer loyalty offerthe new nokia mobile å txtauction txt word start get tctxt tc pmtmsg,145
0,But you dint in touch with me.,,,,dint touch,30
0,"Yup, leaving right now, be back soon",,,,yup leaving right back soon,36
1,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,,,,wont believe true incredible txts reply g learn truly amazing things blow mind ofwd ptxt,149
0,Yeah sure I'll leave in a min,,,,yeah sure ill leave min,29
0,And do you have any one that can teach me how to ship cars.,,,,one teach ship cars,59
0,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",,,,sign maturity start saying big things actually start understanding small things nice evening bslvyl,154
0,Yeah confirmed for you staying at  that weekend,,,,yeah confirmed staying weekend,47
0,They said Ì_ dun haf passport or smth like dat.. Or Ì_ juz send to my email account..  ,,,,said ì_ dun haf passport smth like dat ì_ juz send email account,87
0,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",,,,multiply numbers independently count decimal points division push decimal places like showed,126
0,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",,,,lovely night wake see message hope smile knowing great morning,128
0,Ard 4 lor...,,,,ard lor,12
0,You are right. Meanwhile how's project twins comin up,,,,right meanwhile hows project twins comin,53
0,I sent your maga that money yesterday oh.,,,,sent maga money yesterday oh,41
1,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,,,,hot n horny willing live local text reply hear strt back p per msg netcollex ltdhelpdesk reply stop end,155
0,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,,,,ride equally uneventful many pesky cyclists around time night,99
0,If you were/are free i can give. Otherwise nalla adi entey nattil kittum,,,,wereare free give otherwise nalla adi entey nattil kittum,72
0,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,,,,ive sent wife text buy shell tell relax go get wkend,123
0,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,,,,escape theatre going watch kavalan minutes,69
0,How much would it cost to hire a hitman,,,,much would cost hire hitman,39
0,I anything lor...,,,,anything lor,17
1,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,,,,want new nokia colour phone delivered tomorrow free minutes mobile free text free camcorder reply call,157
0,Huh but i cant go 2 ur house empty handed right?,,,,huh cant go ur house empty handed right,48
0,Good morning princess! Happy New Year!,,,,good morning princess happy new year,38
1,Congratulations YOU'VE Won. You're a Winner in our August å£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,,,,congratulations youve youre winner august å prize draw call prize code,115
0,"Aight, we'll head out in a few",,,,aight well head,30
0,Then wat r u doing now? Busy wif work?,,,,wat r u busy wif work,38
0,I know you mood off today,,,,know mood today,25
0,"Jay told me already, will do",,,,jay told already,28
0,Cps is causing the outages to conserve energy.,,,,cps causing outages conserve energy,46
0,"I'm not sure, I was just checking out what was happening around the area",,,,im sure checking happening around area,72
0,Hey morning what you come to ask:-) pa...,,,,hey morning come ask pa,41
0,Jordan got voted out last nite!,,,,jordan got voted last nite,31
0,"That means you got an A in epi, she.s fine. She.s here now.",,,,means got epi shes fine shes,59
0,I have no idea where you are,,,,idea,28
0,Pls come quick cant bare this.,,,,pls come quick cant bare,30
0,"Call me. I m unable to cal. Lets meet bhaskar, and deep",,,,call unable cal lets meet bhaskar deep,55
0,No. I.ll meet you in the library,,,,ill meet library,32
0,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",,,,k roommate also wants dubsack another friend may also want plan bringing extra ill tell know sure,138
0,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,,,,depends individual lor e hair dresser say pretty parents say look gong u kaypoh also dunno wat collecting,125
0,Ok c Ì_ then.,,,,ok c ì_,13
0,I enjoy watching and playing football and basketball. Anything outdoors. And you?,,,,enjoy watching playing football basketball anything outdoors,81
0,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb",,,,please ask macho price range want something new used plus interfued blackberry bold ltgt bb,155
0,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,,,,sorry sent blank msg yup trying serious studying,74
0,Hey check it da. I have listed da.,,,,hey check da listed da,34
1,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,,,,p alfie moons children need song ur mob tell ur ms txt tone charity nokias poly charity polys zed profit charity,166
